student_id,age,gender,city,state,branch,year_of_study,cgpa,daily_study_hours,daily_screen_time_hours,daily_chatgpt_usage_hours,daily_coding_hours,favorite_ai_tool,ai_dependency_level,productivity_score,stress_level,sleep_hours,placement_status,expected_salary_lpa,internet_quality,preferred_programming_language,mental_wellbeing_score,ai_replaceability_fear
STU02604,22,Male,Mumbai,Tamil Nadu,Electrical,1,8.32,2.0,9.0,2.5,5.8,Perplexity,Medium,84,8,6.8,Internship,31.87,Excellent,JavaScript,60,7
STU02605,28,Female,Kolkata,Karnataka,IT,3,9.45,9.2,5.8,5.9,1.7,Claude,High,80,7,8.1,Not Placed,22.94,Good,C++,99,3
STU02606,21,Male,Ahmedabad,West Bengal,ENTC,1,7.68,5.5,11.6,2.1,7.3,Claude,High,74,10,5.7,Placed,19.47,Average,Python,82,5
STU02607,23,Female,Ahmedabad,Karnataka,Mechanical,4,7.3,2.1,4.3,7.8,2.8,Claude,High,98,2,5.7,Not Placed,8.36,Poor,Java,86,5
STU02608,22,Female,Pune,Tamil Nadu,Electrical,2,9.65,5.6,9.4,2.3,0.6,GitHub Copilot,Low,59,9,8.2,Placed,31.2,Good,C++,41,5
STU02609,21,Female,Kolkata,Maharashtra,AI/ML,4,7.67,9.2,13.0,7.4,0.9,Perplexity,Medium,81,10,6.2,Internship,11.04,Poor,Python,59,1
STU02610,23,Female,Pune,Delhi,AI/ML,3,5.9,6.4,9.4,3.6,6.7,ChatGPT,Medium,59,1,4.7,Internship,3.56,Average,C++,90,10
STU02611,20,Male,Mumbai,Karnataka,Mechanical,3,6.11,9.6,6.1,4.1,7.9,GitHub Copilot,High,55,6,7.3,Not Placed,5.71,Good,Python,95,8
STU02612,27,Male,Hyderabad,Gujarat,IT,2,7.44,7.6,7.6,0.8,1.1,ChatGPT,Low,78,9,4.1,Placed,15.07,Poor,Java,34,8
STU02613,22,Female,Ahmedabad,Tamil Nadu,ENTC,3,6.94,4.9,11.5,0.1,4.0,Perplexity,Medium,48,4,8.6,Internship,19.71,Good,Python,67,4
STU02614,21,Male,Bangalore,Delhi,IT,1,6.2,4.8,7.2,2.5,1.1,Claude,High,93,8,5.4,Not Placed,10.7,Poor,JavaScript,40,7
STU02615,17,Male,Hyderabad,West Bengal,Civil,4,5.93,3.9,6.1,0.3,7.8,GitHub Copilot,Low,74,7,8.7,Not Placed,13.09,Average,C++,67,10
STU02616,23,Female,Bangalore,Karnataka,ENTC,2,6.57,9.8,10.6,1.6,5.5,Gemini,Low,77,6,4.7,Internship,22.33,Excellent,JavaScript,43,8
STU02617,19,Female,Pune,Gujarat,AI/ML,2,8.6,2.7,10.3,1.7,8.2,ChatGPT,Medium,84,7,8.9,Not Placed,15.39,Good,JavaScript,95,2
STU02618,21,Female,Mumbai,Gujarat,AI/ML,1,8.97,5.5,9.8,5.5,8.7,Gemini,Medium,67,2,5.6,Not Placed,29.48,Poor,C++,51,6
STU02619,20,Female,Bangalore,Telangana,CSE,3,9.2,4.9,5.7,4.4,5.9,GitHub Copilot,Low,73,1,6.6,Internship,22.99,Average,Java,99,3
STU02620,19,Male,Kolkata,Delhi,AI/ML,4,7.23,2.2,10.3,6.3,5.4,ChatGPT,High,65,4,7.3,Internship,19.67,Excellent,Python,80,10
STU02621,23,Male,Mumbai,West Bengal,AI/ML,3,7.23,5.9,9.5,5.2,2.1,Perplexity,Medium,74,8,4.2,Not Placed,25.3,Good,Python,40,3
STU02622,22,Male,Hyderabad,Delhi,IT,1,7.44,9.1,5.4,1.2,5.3,GitHub Copilot,High,98,5,5.7,Not Placed,11.33,Excellent,Python,44,10
STU02623,19,Female,Mumbai,Maharashtra,ENTC,4,7.28,3.6,4.3,3.1,5.4,GitHub Copilot,Medium,43,2,6.0,Placed,29.52,Poor,Python,34,3
STU02624,20,Male,Delhi,Delhi,Mechanical,3,8.04,1.4,14.0,3.5,8.6,ChatGPT,Low,95,8,7.8,Not Placed,30.9,Good,JavaScript,38,9
STU02625,23,Male,Nagpur,Karnataka,Mechanical,3,8.04,7.9,4.2,2.8,6.4,Perplexity,Medium,88,3,6.6,Placed,14.49,Good,Java,78,4
STU02626,26,Male,Delhi,Tamil Nadu,AI/ML,4,7.13,7.3,4.1,4.8,8.4,Claude,High,86,3,7.8,Not Placed,27.17,Good,Python,71,2
STU02627,20,Male,Delhi,Gujarat,Mechanical,4,7.46,9.3,13.9,6.8,6.0,GitHub Copilot,Low,65,5,7.9,Placed,18.28,Poor,Python,86,10
STU02628,24,Female,Delhi,Gujarat,CSE,2,7.75,1.5,8.8,7.1,8.7,Claude,High,46,1,5.7,Internship,10.4,Good,C++,82,6
STU02629,27,Male,Mumbai,Tamil Nadu,Electrical,1,6.56,9.3,7.3,2.6,6.7,Gemini,Medium,96,5,8.7,Placed,32.45,Average,Python,51,9
STU02630,22,Female,Hyderabad,Gujarat,ENTC,4,8.17,7.7,12.6,7.6,8.3,Claude,High,78,8,6.6,Not Placed,33.6,Average,JavaScript,74,2
STU02631,27,Female,Kolkata,Gujarat,Civil,4,9.79,8.0,8.7,6.5,7.0,ChatGPT,High,42,7,6.1,Internship,29.57,Excellent,JavaScript,42,2
STU02632,24,Male,Delhi,West Bengal,AI/ML,1,6.54,1.7,7.8,4.8,2.2,Gemini,High,61,8,6.4,Internship,4.28,Good,C++,86,4
STU02633,28,Male,Nagpur,Tamil Nadu,Mechanical,2,9.81,2.6,9.2,7.8,4.7,GitHub Copilot,Medium,62,5,5.5,Not Placed,10.38,Excellent,Java,100,8
STU02634,23,Female,Bangalore,Telangana,CSE,4,9.5,1.9,10.9,6.8,4.6,Gemini,Medium,42,6,5.1,Not Placed,29.99,Good,C++,73,9
STU02635,24,Male,Kolkata,Telangana,CSE,4,7.34,2.2,10.3,1.0,6.3,Claude,Low,49,2,9.0,Internship,15.71,Good,C++,60,10
STU02636,25,Female,Ahmedabad,Telangana,AI/ML,2,5.77,4.1,5.8,3.0,0.7,ChatGPT,Low,59,3,5.9,Not Placed,12.12,Good,JavaScript,92,9
STU02637,17,Male,Chennai,Tamil Nadu,CSE,2,6.26,9.3,9.2,5.1,3.4,Claude,Medium,74,2,8.2,Internship,30.54,Average,Java,52,3
STU02638,26,Male,Kolkata,Karnataka,Civil,1,8.23,6.6,11.1,3.0,4.6,Claude,Medium,85,10,5.3,Not Placed,16.76,Average,Java,98,3
STU02639,28,Male,Bangalore,Tamil Nadu,IT,2,8.79,6.7,5.3,5.5,4.4,ChatGPT,Medium,53,3,5.9,Internship,28.45,Average,Java,100,6
STU02640,18,Female,Hyderabad,West Bengal,Civil,3,6.83,5.7,5.2,3.5,5.8,Perplexity,High,76,6,6.2,Not Placed,9.82,Poor,C++,33,7
STU02641,19,Female,Chennai,Tamil Nadu,AI/ML,1,7.1,8.2,2.9,3.7,3.1,GitHub Copilot,High,61,7,5.8,Placed,9.85,Excellent,JavaScript,92,2
STU02642,27,Male,Hyderabad,Tamil Nadu,Electrical,4,8.44,2.8,2.2,1.2,2.9,Perplexity,Medium,77,7,8.0,Internship,8.29,Excellent,Python,55,8
STU02643,21,Female,Ahmedabad,West Bengal,CSE,4,9.63,1.1,5.9,1.2,6.3,Perplexity,High,85,5,8.2,Placed,26.08,Excellent,C++,93,1
STU02644,25,Male,Delhi,Tamil Nadu,CSE,1,9.28,4.5,13.3,2.9,1.9,Perplexity,High,41,5,7.5,Placed,32.57,Poor,Python,100,3
STU02645,21,Female,Bangalore,West Bengal,ENTC,4,5.77,2.1,12.4,7.1,7.6,Perplexity,High,92,5,4.8,Not Placed,20.75,Excellent,C++,84,4
STU02646,26,Male,Ahmedabad,Karnataka,Electrical,1,9.14,4.2,10.5,5.5,3.0,Perplexity,Low,93,5,8.3,Internship,24.45,Average,Python,32,4
STU02647,22,Female,Nagpur,Telangana,Electrical,1,6.77,6.1,7.3,0.7,4.0,Claude,Medium,64,7,5.2,Placed,9.74,Average,C++,59,3
STU02648,27,Female,Delhi,Tamil Nadu,CSE,1,5.59,8.1,13.4,1.6,7.8,GitHub Copilot,High,98,2,5.1,Internship,24.63,Average,Python,89,10
STU02649,26,Female,Chennai,Karnataka,IT,1,5.98,6.4,9.7,1.9,6.5,Gemini,High,44,5,6.9,Placed,14.88,Average,Java,92,8
STU02650,24,Male,Delhi,Delhi,IT,3,8.09,4.5,12.0,1.3,3.6,Perplexity,High,70,7,6.1,Not Placed,16.53,Excellent,Python,94,6
STU02651,22,Female,Hyderabad,Telangana,ENTC,1,8.69,4.0,9.5,2.6,1.8,Claude,High,82,10,8.3,Placed,7.8,Average,C++,37,2
STU02652,28,Female,Ahmedabad,Karnataka,AI/ML,4,7.14,5.9,4.2,5.5,5.3,ChatGPT,High,75,8,5.0,Not Placed,18.53,Average,JavaScript,40,5
STU02653,28,Male,Ahmedabad,Delhi,AI/ML,4,5.62,5.9,5.8,7.6,3.5,ChatGPT,Low,40,9,4.6,Not Placed,16.08,Excellent,JavaScript,40,2
STU02654,23,Female,Kolkata,Maharashtra,IT,2,7.31,3.4,10.9,0.2,8.2,ChatGPT,Low,88,5,8.2,Placed,17.15,Good,Python,84,9
STU02655,23,Female,Pune,West Bengal,Civil,2,8.61,4.4,4.7,0.5,1.9,Gemini,Medium,58,1,4.2,Placed,9.75,Excellent,C++,43,10
STU02656,24,Female,Ahmedabad,Delhi,Electrical,1,6.98,5.6,11.5,0.9,7.9,Perplexity,Medium,58,1,6.0,Placed,14.34,Good,Java,94,9
STU02657,22,Female,Nagpur,Tamil Nadu,AI/ML,1,9.17,7.6,12.1,7.1,1.6,Claude,High,49,9,8.1,Internship,13.0,Poor,Java,68,5
STU02658,19,Male,Kolkata,Delhi,Civil,2,5.67,3.1,6.0,5.7,7.9,Claude,High,86,5,8.0,Placed,8.4,Poor,Python,71,9
STU02659,26,Male,Bangalore,Telangana,CSE,2,7.61,7.0,6.5,3.6,3.2,GitHub Copilot,Medium,78,8,5.2,Not Placed,15.44,Poor,Java,52,4
STU02660,24,Male,Nagpur,Telangana,Electrical,2,8.25,2.9,4.0,2.2,2.5,Perplexity,Low,80,6,7.6,Placed,10.23,Good,Python,61,3
STU02661,18,Female,Mumbai,West Bengal,Mechanical,1,8.6,4.8,3.1,3.7,3.0,Perplexity,Medium,41,6,8.2,Not Placed,14.95,Good,Java,35,7
STU02662,27,Male,Ahmedabad,West Bengal,CSE,2,6.77,5.5,12.5,0.4,0.3,ChatGPT,Medium,44,5,4.8,Not Placed,17.57,Excellent,Python,80,10
STU02663,21,Female,Kolkata,Karnataka,Electrical,4,7.12,2.3,3.4,1.9,3.5,Claude,Low,78,4,6.3,Not Placed,11.1,Excellent,Python,82,6
STU02664,19,Female,Bangalore,Telangana,IT,3,9.65,4.9,10.0,4.6,8.2,ChatGPT,High,93,3,5.2,Not Placed,16.59,Poor,Python,66,8
STU02665,19,Female,Nagpur,Telangana,ENTC,4,8.7,5.2,7.9,6.8,8.1,Claude,Low,51,3,8.9,Placed,20.42,Average,JavaScript,69,2
STU02666,28,Female,Nagpur,Maharashtra,CSE,1,8.26,9.9,7.5,6.4,0.9,Gemini,Medium,79,5,8.1,Not Placed,21.42,Poor,JavaScript,91,7
STU02667,23,Male,Ahmedabad,Gujarat,ENTC,1,7.48,9.9,3.2,3.3,2.5,Perplexity,Low,62,2,8.7,Internship,9.43,Excellent,Java,54,4
STU02668,19,Male,Chennai,Gujarat,Electrical,2,8.95,4.8,4.8,2.5,7.2,Gemini,High,56,1,6.8,Placed,5.75,Good,Python,63,4
STU02669,19,Female,Delhi,Gujarat,Civil,3,8.88,2.0,11.0,6.1,5.8,Perplexity,Medium,83,10,4.2,Placed,6.23,Average,Python,44,10
STU02670,22,Male,Mumbai,Gujarat,IT,2,9.34,6.1,11.8,4.7,2.6,Claude,Low,45,7,7.0,Not Placed,6.96,Excellent,C++,73,6
STU02671,19,Female,Ahmedabad,Delhi,Mechanical,2,7.61,2.8,3.2,3.8,3.6,Gemini,Low,91,1,8.0,Not Placed,3.88,Good,JavaScript,74,9
STU02672,18,Male,Ahmedabad,Tamil Nadu,Civil,1,8.85,1.2,12.2,3.7,6.4,GitHub Copilot,Low,62,4,5.7,Not Placed,13.71,Poor,C++,73,1
STU02673,18,Male,Chennai,Tamil Nadu,CSE,4,8.84,1.8,8.6,3.2,3.1,GitHub Copilot,High,55,7,8.5,Not Placed,10.12,Good,Python,85,8
STU02674,19,Male,Pune,West Bengal,AI/ML,4,9.74,3.7,9.9,2.1,5.7,GitHub Copilot,High,83,1,7.1,Placed,5.74,Good,Java,71,1
STU02675,28,Male,Chennai,Maharashtra,Electrical,2,8.77,1.8,13.3,2.7,2.6,Perplexity,High,95,10,4.7,Internship,9.87,Good,JavaScript,89,2
STU02676,19,Male,Delhi,Karnataka,Electrical,1,8.89,4.9,5.7,7.4,5.2,Claude,High,96,1,7.5,Internship,11.59,Excellent,Python,39,8
STU02677,17,Male,Mumbai,Gujarat,Mechanical,2,9.65,2.6,7.6,6.9,0.5,Perplexity,Low,75,2,7.1,Internship,15.32,Excellent,Java,60,9
STU02678,24,Male,Kolkata,Maharashtra,CSE,3,7.76,8.4,12.1,1.5,0.7,ChatGPT,High,50,2,5.4,Placed,11.87,Poor,Python,51,10
STU02679,27,Female,Delhi,Tamil Nadu,IT,4,9.65,3.4,12.2,1.3,7.7,Perplexity,Low,72,7,7.5,Internship,32.81,Average,Python,71,1
STU02680,20,Female,Pune,Karnataka,CSE,3,8.01,8.6,13.7,5.8,8.8,ChatGPT,High,55,1,4.2,Not Placed,4.97,Good,JavaScript,69,3
STU02681,26,Female,Bangalore,Gujarat,Electrical,2,9.89,5.8,4.0,4.9,2.9,ChatGPT,Medium,43,9,5.4,Placed,6.08,Average,Python,36,1
STU02682,25,Male,Mumbai,Karnataka,Electrical,3,6.08,8.4,7.0,5.2,4.9,Claude,High,55,5,4.6,Placed,5.61,Excellent,Python,49,4
STU02683,23,Female,Kolkata,West Bengal,IT,2,6.51,5.1,3.2,4.7,3.6,Perplexity,Low,50,4,8.9,Placed,19.47,Excellent,C++,31,7
STU02684,24,Female,Delhi,Karnataka,Electrical,2,5.88,5.1,4.6,1.6,3.0,Claude,High,55,10,5.3,Internship,6.2,Good,Python,57,2
STU02685,26,Female,Hyderabad,Telangana,Mechanical,3,9.16,7.6,13.3,4.9,0.1,GitHub Copilot,Low,40,1,5.2,Not Placed,3.64,Poor,Python,51,10
STU02686,20,Male,Mumbai,Telangana,Civil,4,6.41,8.2,3.1,0.4,4.2,GitHub Copilot,Medium,44,8,7.0,Internship,25.15,Good,C++,62,10
STU02687,18,Female,Mumbai,Delhi,ENTC,4,8.15,3.4,4.0,7.1,3.1,ChatGPT,Low,70,3,8.6,Internship,30.54,Good,C++,73,5
STU02688,19,Female,Pune,Tamil Nadu,IT,4,6.56,6.6,11.8,5.7,5.0,ChatGPT,Low,44,10,7.4,Internship,21.34,Good,Java,71,3
STU02689,20,Male,Nagpur,Gujarat,ENTC,1,7.82,4.3,6.8,1.2,6.9,Gemini,High,60,6,8.1,Not Placed,30.61,Good,JavaScript,76,10
STU02690,21,Female,Pune,Delhi,Mechanical,2,6.26,3.5,11.6,0.1,2.0,GitHub Copilot,High,47,4,9.0,Internship,31.52,Poor,Python,47,6
STU02691,28,Female,Nagpur,Tamil Nadu,IT,2,8.09,6.6,3.9,1.3,6.5,Perplexity,Low,63,3,5.8,Not Placed,29.85,Average,Python,36,4
STU02692,19,Male,Pune,Maharashtra,AI/ML,2,7.31,5.0,10.1,1.1,4.2,Gemini,High,59,8,4.7,Internship,33.37,Good,Python,62,7
STU02693,21,Female,Nagpur,Telangana,ENTC,3,7.17,9.6,3.7,1.4,6.0,Perplexity,High,58,1,6.1,Internship,17.34,Excellent,JavaScript,71,7
STU02694,20,Female,Delhi,Delhi,AI/ML,3,8.96,6.1,9.4,2.8,5.0,Claude,Low,90,6,4.9,Placed,6.39,Good,Java,90,2
STU02695,24,Female,Mumbai,West Bengal,Mechanical,1,9.21,7.7,10.0,3.1,0.7,GitHub Copilot,Low,97,2,4.8,Placed,26.13,Poor,C++,83,2
STU02696,25,Female,Hyderabad,Gujarat,IT,2,8.97,6.3,12.8,7.8,5.9,Gemini,High,61,3,4.4,Not Placed,3.56,Good,C++,99,7
STU02697,26,Male,Bangalore,Gujarat,Civil,2,7.18,7.4,12.6,1.6,8.0,GitHub Copilot,High,100,3,7.5,Internship,20.23,Good,JavaScript,60,6
STU02698,28,Female,Pune,Tamil Nadu,AI/ML,1,5.75,2.7,12.1,1.0,0.3,Perplexity,High,94,5,5.1,Internship,21.43,Excellent,Java,51,4
STU02699,18,Male,Nagpur,West Bengal,AI/ML,2,8.46,2.7,8.6,0.9,2.9,GitHub Copilot,Low,76,1,4.9,Placed,4.24,Average,Java,98,4
STU02700,26,Female,Delhi,Gujarat,Mechanical,1,8.93,4.7,3.1,5.9,3.6,GitHub Copilot,High,94,10,4.4,Internship,3.12,Poor,JavaScript,53,8
STU02701,22,Female,Kolkata,Gujarat,Mechanical,1,9.73,2.1,4.6,3.1,8.5,GitHub Copilot,Medium,70,3,4.2,Internship,16.5,Good,Java,36,4
STU02702,23,Male,Mumbai,West Bengal,CSE,4,8.78,7.5,13.6,4.8,5.6,Gemini,Medium,78,9,8.7,Not Placed,12.35,Average,Python,42,5
STU02703,22,Male,Chennai,Delhi,CSE,2,9.09,6.2,2.9,0.7,6.8,Perplexity,Medium,81,8,4.6,Internship,32.75,Good,JavaScript,51,7
STU02704,28,Female,Ahmedabad,Tamil Nadu,IT,4,9.57,8.7,11.6,0.9,7.2,Claude,Medium,60,7,7.6,Placed,5.77,Poor,C++,97,6
STU02705,28,Male,Ahmedabad,Karnataka,Civil,1,5.85,5.7,11.2,4.4,0.8,GitHub Copilot,Low,79,6,8.9,Placed,16.1,Average,Java,86,10
STU02706,27,Male,Kolkata,Delhi,CSE,4,7.49,8.1,3.5,3.5,5.1,Claude,Medium,100,9,8.1,Not Placed,21.48,Average,Java,55,1
STU02707,24,Male,Hyderabad,Tamil Nadu,Civil,2,6.29,9.1,8.2,4.5,7.1,Gemini,High,56,6,6.8,Placed,30.23,Good,Java,80,5
STU02708,18,Female,Nagpur,Gujarat,Electrical,2,5.75,5.5,10.9,7.7,3.1,Gemini,Medium,95,1,7.1,Internship,24.97,Average,C++,36,6
STU02709,20,Male,Bangalore,Telangana,IT,4,7.35,8.7,12.8,4.7,4.8,Claude,Medium,71,1,8.8,Not Placed,20.9,Poor,Java,89,1
STU02710,21,Female,Delhi,Gujarat,ENTC,1,6.43,7.9,10.7,2.7,5.8,Perplexity,Medium,79,8,7.9,Internship,20.32,Poor,JavaScript,39,10
STU02711,18,Female,Bangalore,Tamil Nadu,CSE,4,8.5,9.3,12.5,0.0,7.6,Perplexity,Low,59,9,8.7,Not Placed,9.2,Excellent,Python,58,9
STU02712,20,Female,Pune,Delhi,CSE,3,6.0,1.0,13.1,5.6,7.3,Gemini,High,61,9,8.3,Not Placed,19.65,Poor,JavaScript,56,10
STU02713,23,Female,Delhi,Delhi,Mechanical,1,8.28,8.6,5.6,4.2,5.8,Claude,Low,42,5,8.8,Placed,15.84,Good,Java,51,7
STU02714,19,Female,Chennai,Maharashtra,IT,4,9.83,7.0,13.4,7.1,6.9,Gemini,High,95,10,6.4,Internship,3.76,Excellent,Python,47,4
STU02715,27,Male,Pune,West Bengal,Electrical,1,6.21,5.6,4.7,6.7,6.8,Claude,Low,96,9,7.4,Not Placed,5.01,Good,Java,77,9
STU02716,18,Female,Delhi,Karnataka,Mechanical,4,5.91,2.3,5.7,4.2,6.3,Perplexity,Low,54,3,8.5,Placed,19.96,Poor,Java,54,8
STU02717,28,Male,Mumbai,Maharashtra,AI/ML,3,7.71,1.9,7.0,0.3,2.4,Gemini,Low,67,3,8.4,Not Placed,25.43,Good,C++,96,6
STU02718,28,Female,Delhi,Maharashtra,Civil,1,5.73,6.8,10.6,5.8,7.0,GitHub Copilot,Low,82,4,5.5,Not Placed,20.72,Excellent,C++,77,4
STU02719,20,Male,Kolkata,Maharashtra,IT,4,9.07,7.1,4.6,6.6,2.6,Perplexity,High,97,4,7.3,Not Placed,4.05,Excellent,Python,75,5
STU02720,18,Female,Hyderabad,Karnataka,Mechanical,1,6.88,8.6,9.5,2.6,8.7,Claude,High,40,9,7.5,Placed,7.3,Poor,C++,65,8
STU02721,17,Female,Chennai,Gujarat,Electrical,3,7.31,7.3,5.7,5.2,5.2,ChatGPT,High,82,10,7.1,Placed,5.61,Poor,Python,32,2
STU02722,24,Female,Nagpur,Tamil Nadu,IT,1,9.23,1.3,8.3,1.1,0.9,ChatGPT,Low,73,3,5.2,Placed,28.74,Average,JavaScript,50,10
STU02723,20,Male,Ahmedabad,Gujarat,Civil,2,7.63,4.0,6.4,3.2,5.0,Perplexity,Low,94,10,5.1,Placed,10.42,Good,JavaScript,61,1
STU02724,22,Female,Bangalore,West Bengal,CSE,4,8.19,8.7,6.5,2.1,7.6,GitHub Copilot,Medium,59,4,6.9,Not Placed,15.19,Poor,Java,32,3
STU02725,25,Male,Nagpur,Telangana,ENTC,4,7.34,2.8,7.4,3.2,8.2,Claude,Low,86,1,5.2,Placed,29.0,Average,Java,67,5
STU02726,27,Male,Nagpur,Telangana,Electrical,1,9.66,3.1,13.8,4.5,5.6,Gemini,Medium,98,5,4.9,Not Placed,22.44,Good,JavaScript,84,1
STU02727,18,Male,Hyderabad,Telangana,CSE,2,9.81,2.8,9.0,3.1,4.3,Perplexity,Low,62,3,6.7,Not Placed,12.51,Average,JavaScript,56,4
STU02728,28,Female,Mumbai,Delhi,AI/ML,2,8.95,7.1,9.1,4.4,1.3,ChatGPT,Medium,80,7,4.2,Internship,20.63,Average,JavaScript,52,6
STU02729,24,Male,Kolkata,Telangana,Mechanical,4,7.36,1.2,3.0,1.8,4.8,Claude,Medium,85,2,8.6,Placed,7.87,Average,JavaScript,60,5
STU02730,28,Female,Chennai,West Bengal,CSE,3,5.9,1.1,2.7,7.0,4.5,GitHub Copilot,High,80,4,6.4,Placed,21.17,Poor,JavaScript,60,3
STU02731,17,Female,Nagpur,Tamil Nadu,Mechanical,2,5.77,4.1,12.3,2.3,4.5,GitHub Copilot,High,46,7,6.1,Not Placed,6.65,Excellent,C++,36,5
STU02732,25,Female,Nagpur,Karnataka,Mechanical,1,7.18,2.8,9.7,1.6,3.2,GitHub Copilot,High,52,3,9.0,Not Placed,15.68,Good,Python,47,4
STU02733,24,Male,Mumbai,Maharashtra,ENTC,1,8.53,2.5,10.1,4.5,3.1,Perplexity,High,62,8,6.7,Internship,6.46,Good,Java,62,3
STU02734,28,Male,Delhi,Delhi,AI/ML,2,9.11,4.8,6.5,6.6,5.1,Perplexity,Medium,95,7,5.8,Placed,3.2,Average,Python,78,8
STU02735,20,Male,Pune,Telangana,AI/ML,2,7.59,8.3,11.2,4.0,7.5,GitHub Copilot,Medium,55,4,5.6,Not Placed,14.45,Poor,Java,56,10
STU02736,28,Male,Delhi,Delhi,Mechanical,2,9.16,9.7,10.7,7.2,1.3,GitHub Copilot,Medium,83,6,7.9,Placed,16.31,Excellent,C++,89,7
STU02737,25,Female,Bangalore,Maharashtra,Civil,1,6.13,2.7,13.1,7.4,4.5,Perplexity,Low,74,8,4.2,Not Placed,26.79,Poor,C++,53,8
STU02738,26,Male,Pune,Telangana,Mechanical,1,7.37,9.3,10.3,4.3,2.4,Gemini,Medium,46,5,4.3,Internship,28.69,Poor,Java,59,1
STU02739,17,Female,Kolkata,Maharashtra,AI/ML,3,8.07,3.9,3.5,3.5,0.4,Perplexity,Medium,93,8,8.9,Placed,20.9,Average,Java,49,5
STU02740,22,Male,Hyderabad,Gujarat,Electrical,4,9.18,9.2,5.6,2.4,3.8,Perplexity,High,60,7,6.4,Placed,7.21,Good,JavaScript,68,1
STU02741,18,Male,Nagpur,Gujarat,Electrical,3,6.18,6.3,4.5,1.2,1.6,Claude,High,48,1,5.7,Internship,25.01,Average,C++,88,3
STU02742,17,Female,Nagpur,Tamil Nadu,ENTC,2,7.61,7.5,2.7,1.7,2.5,Claude,High,72,4,8.6,Internship,11.65,Average,C++,94,5
STU02743,26,Male,Ahmedabad,Delhi,Civil,3,7.66,8.9,6.1,6.0,2.2,Gemini,Medium,100,10,7.8,Internship,3.02,Average,Python,46,1
STU02744,25,Female,Delhi,Maharashtra,Civil,1,9.53,3.8,13.3,4.9,8.6,Claude,Medium,77,5,5.6,Not Placed,12.13,Average,Java,33,10
STU02745,26,Female,Ahmedabad,Tamil Nadu,CSE,3,7.4,9.1,13.6,3.4,2.9,Claude,Low,48,3,8.7,Not Placed,30.0,Excellent,C++,57,1
STU02746,27,Female,Mumbai,Delhi,CSE,1,6.36,2.5,6.4,3.9,3.8,Perplexity,High,41,7,5.3,Internship,18.99,Excellent,Python,39,8
STU02747,23,Female,Mumbai,West Bengal,CSE,2,7.83,5.9,13.5,5.4,0.5,Claude,Low,96,7,4.6,Placed,6.82,Good,Python,98,3
STU02748,22,Female,Delhi,Tamil Nadu,IT,4,6.09,8.6,2.5,4.7,3.8,Claude,High,64,10,7.8,Not Placed,15.74,Poor,JavaScript,43,7
STU02749,27,Male,Delhi,Telangana,Civil,3,6.95,7.3,2.3,4.9,8.9,ChatGPT,Low,90,2,4.1,Placed,32.91,Good,JavaScript,87,4
STU02750,26,Male,Mumbai,Gujarat,IT,1,9.44,4.9,3.9,8.0,4.7,GitHub Copilot,Low,62,3,4.9,Not Placed,25.2,Good,JavaScript,33,3
STU02751,20,Male,Nagpur,Delhi,Civil,2,5.65,4.4,4.6,3.3,2.9,ChatGPT,Low,67,10,5.4,Internship,7.91,Average,Python,49,10
STU02752,27,Male,Delhi,West Bengal,AI/ML,4,9.27,3.7,13.5,7.9,7.6,Claude,High,51,5,4.4,Not Placed,10.93,Good,Python,32,3
STU02753,21,Male,Pune,Gujarat,AI/ML,1,6.88,5.3,12.1,4.8,1.7,Claude,High,89,8,5.4,Internship,6.43,Excellent,JavaScript,71,3
STU02754,21,Male,Kolkata,Delhi,ENTC,2,5.51,8.1,9.2,6.3,4.7,GitHub Copilot,Low,55,1,7.0,Not Placed,25.93,Average,C++,37,9
STU02755,20,Male,Chennai,Gujarat,ENTC,4,6.43,4.7,6.0,1.6,1.7,GitHub Copilot,Medium,78,2,8.6,Placed,3.37,Poor,JavaScript,33,6
STU02756,19,Male,Hyderabad,Tamil Nadu,Civil,1,6.47,8.5,13.5,6.5,8.4,ChatGPT,High,92,7,8.1,Internship,28.9,Good,Java,58,3
STU02757,20,Male,Ahmedabad,Gujarat,Civil,2,8.53,2.9,4.9,2.2,3.4,Claude,Low,81,5,5.8,Placed,10.0,Excellent,Java,37,3
STU02758,28,Male,Kolkata,Delhi,Electrical,1,8.85,4.9,6.4,2.1,4.9,GitHub Copilot,High,65,1,5.6,Not Placed,8.79,Good,Java,78,10
STU02759,25,Male,Hyderabad,Maharashtra,Civil,4,6.05,7.3,13.9,3.3,4.5,Gemini,High,88,5,4.4,Not Placed,20.02,Average,JavaScript,96,10
STU02760,27,Male,Delhi,Maharashtra,Civil,4,8.25,5.2,2.8,7.2,8.9,Claude,High,85,7,4.7,Placed,25.53,Average,JavaScript,54,4
STU02761,17,Male,Ahmedabad,West Bengal,AI/ML,1,9.57,4.7,8.1,2.1,4.5,Claude,Low,91,5,5.3,Internship,14.91,Average,C++,36,4
STU02762,20,Male,Mumbai,Tamil Nadu,CSE,1,6.57,7.5,12.8,2.7,3.7,Perplexity,Medium,48,8,4.5,Not Placed,20.11,Average,JavaScript,98,9
STU02763,27,Male,Nagpur,West Bengal,Electrical,4,5.99,7.9,2.3,6.5,4.1,Perplexity,Low,53,7,7.6,Not Placed,7.83,Average,Java,38,8
